genename,Tot.var,at_least_1patho,Tot.mis.var,Frac.P,Frac.LP,Frac.P.LP,Frac.B,Frac.LB,Frac.B.LB,Frac.VUS,Frac.conflict,Len.of.Protein,cancer.gene,Norm.tot.mis.var,Ps_cnt,Ps_IR_cnt,Ps_b_cnt,Ps_p_cnt,p.ir,p.b,p.p,Bs_cnt,Bs_IR_cnt,Bs_b_cnt,Bs_p_cnt,b.ir,b.b,b.p,VUS_cnt,VUS_IR_cnt,VUS_b_cnt,VUS_p_cnt,vus.ir,vus.b,vus.p,gnomad_var,gnomad_revel,gnomad_revel_IR,gnomad_IR_frac,gnomad_mis,gnomad_mis_revel,gnomad_mis_revel_IR,gnomad_mis_revel_IR_frac
ATP1B1,12,N,3,0,0,0,0,0,0,1,0,303,N,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0.333333333,0.666666667,0,249,74,16,0.216216216,63,63,13,0.206349206
ATP2A1,405,Y,175,0.005714286,0.005714286,0,0.017142857,0.017142857,0,0.942857143,0.011428571,1001,N,0.174825175,2,0,0,2,0,0,1,7,2,4,1,0.285714286,0.571428571,0.142857143,164,56,16,92,0.341463415,0.097560976,0.56097561,1849,610,178,0.291803279,478,478,161,0.336820084
ATP2A2,160,Y,42,0.238095238,0.166666667,0,0.071428571,0.119047619,0,0.404761905,0,1042,N,0.040307102,22,3,1,18,0.136363636,0.045454545,0.818181818,32,13,19,0,0.40625,0.59375,0,20,7,6,7,0.35,0.3,0.35,1187,398,142,0.35678392,223,223,121,0.542600897
ATP2A3,13,N,3,0,0,0,0.333333333,0.666666667,0,0,0,999,N,0.003003003,0,0,0,0,0,0,0,3,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,1752,571,172,0.301225919,528,528,171,0.323863636
ATP2B1,6,N,1,0,0,0,0,0,0,1,0,1220,N,0.000819672,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1029,312,126,0.403846154,271,271,114,0.420664207
ATP2B2,94,Y,10,0,0.1,0,0.1,0.1,0,0.7,0,1243,N,0.008045052,1,0,0,1,0,0,1,2,1,1,0,0.5,0.5,0,7,3,0,4,0.428571429,0,0.571428571,1683,456,177,0.388157895,431,431,170,0.394431555
ATP2B3,75,Y,39,0,0.128205128,0,0.051282051,0.102564103,0,0.717948718,0,1220,Y,0.031967213,5,1,0,4,0.2,0,0.8,6,4,2,0,0.666666667,0.333333333,0,28,9,3,16,0.321428571,0.107142857,0.571428571,1255,435,172,0.395402299,408,408,157,0.384803922
ATP2B4,19,N,9,0,0,0,0.555555556,0.333333333,0,0.111111111,0,1241,N,0.007252216,0,0,0,0,0,0,0,9,3,4,2,0.333333333,0.444444444,0.222222222,1,0,0,1,0,0,1,1514,631,180,0.28526149,522,522,160,0.30651341
ATP2C1,143,Y,18,0.166666667,0.111111111,0,0.277777778,0,0,0.444444444,0,919,N,0.019586507,6,1,0,5,0.166666667,0,0.833333333,13,2,9,2,0.153846154,0.692307692,0.153846154,13,4,7,2,0.307692308,0.538461538,0.153846154,1169,409,147,0.359413203,262,262,117,0.446564885
ATP2C2,48,N,17,0,0,0,0.470588235,0.294117647,0,0.176470588,0.058823529,946,N,0.017970402,0,0,0,0,0,0,0,13,6,7,0,0.461538462,0.538461538,0,3,0,0,3,0,0,1,3406,1018,315,0.309430255,965,965,310,0.321243523
ATP4A,16,N,4,0,0,0,0.5,0.5,0,0,0,19,N,0.210526316,0,0,0,0,0,0,0,4,2,1,1,0.5,0.25,0.25,0,0,0,0,0,0,0,1320,338,124,0.366863905,421,421,150,0.356294537
ATP5F1A,95,Y,10,0.2,0,0,0.2,0,0.1,0.4,0.1,553,N,0.018083183,2,0,0,2,0,0,1,3,1,2,0,0.333333333,0.666666667,0,4,1,0,3,0.25,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA
ATP5F1D,3,Y,2,1,0,0,0,0,0,0,0,168,N,0.011904762,2,1,0,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ATP5F1E,16,Y,2,0.5,0,0,0,0,0,0.5,0,51,N,0.039215686,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ATP5MC3,3,Y,1,0,1,0,0,0,0,0,0,142,N,0.007042254,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ATP5MK,2,Y,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATP5PO,1,Y,0,0,0,0,0,0,0,0,0,213,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATP6AP1,43,Y,18,0.388888889,0,0,0.166666667,0.055555556,0,0.222222222,0.166666667,470,N,0.038297872,7,6,0,1,0.857142857,0,0.142857143,4,0,4,0,0,1,0,4,2,1,1,0.5,0.25,0.25,422,90,19,0.211111111,75,75,14,0.186666667
ATP6AP2,106,Y,40,0.025,0,0,0.05,0.075,0,0.775,0.075,350,N,0.114285714,3,1,2,0,0.333333333,0.666666667,0,22,2,20,0,0.090909091,0.909090909,0,33,5,26,2,0.151515152,0.787878788,0.060606061,300,139,27,0.194244604,86,86,23,0.26744186
ATP6V0A1,2,N,2,0,0,0,0,0,0,0.5,0.5,837,N,0.002389486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1101,258,95,0.368217054,249,249,92,0.369477912
ATP6V0A2,370,Y,80,0,0,0,0.0625,0.025,0.025,0.85,0.0375,856,N,0.093457944,0,0,0,0,0,0,0,9,5,2,2,0.555555556,0.222222222,0.222222222,69,30,11,28,0.434782609,0.15942029,0.405797101,1191,392,149,0.380102041,407,407,164,0.402948403
ATP6V0A4,244,Y,54,0.055555556,0,0.018518519,0.166666667,0,0.018518519,0.703703704,0.037037037,840,N,0.064285714,4,0,0,4,0,0,1,11,2,8,1,0.181818182,0.727272727,0.090909091,40,12,11,17,0.3,0.275,0.425,1456,498,118,0.236947791,416,416,111,0.266826923
ATP6V0C,3,Y,2,0,0,0,0,0,0,1,0,155,N,0.012903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,38,3,0,0,3,3,0,0
ATP6V0D2,30,N,2,0,0,0,0.5,0.5,0,0,0,350,N,0.005714286,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,543,229,93,0.406113537,226,226,90,0.398230088
ATP6V1A,44,Y,19,0.263157895,0.263157895,0.052631579,0,0.052631579,0,0.368421053,0,617,N,0.030794165,11,1,0,10,0.090909091,0,0.909090909,1,0,0,1,0,0,1,7,1,2,4,0.142857143,0.285714286,0.571428571,653,174,89,0.511494253,174,174,89,0.511494253
ATP6V1B1,293,Y,60,0.05,0,0.016666667,0.05,0.016666667,0.016666667,0.783333333,0.066666667,513,N,0.116959064,5,1,0,4,0.2,0,0.8,6,1,4,1,0.166666667,0.666666667,0.166666667,47,13,8,26,0.276595745,0.170212766,0.553191489,844,303,87,0.287128713,274,274,83,0.302919708
ATP6V1B2,39,Y,10,0.1,0.3,0,0.2,0,0,0.4,0,582,N,0.017182131,4,0,0,4,0,0,1,5,2,2,1,0.4,0.4,0.2,4,1,1,2,0.25,0.25,0.5,791,220,89,0.404545455,174,174,85,0.488505747
ATP6V1C2,2,N,0,0,0,0,0,0,0,0,0,427,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,159,39,0.245283019,159,159,39,0.245283019
ATP6V1E1,87,Y,7,0.285714286,0,0,0,0,0.142857143,0.571428571,0,226,N,0.030973451,2,1,0,1,0.5,0,0.5,1,0,1,0,0,1,0,4,1,3,0,0.25,0.75,0,682,183,55,0.300546448,69,69,20,0.289855072
ATP6V1H,1,N,1,0,0,0,0,0,0,1,0,483,N,0.002070393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,655,215,70,0.325581395,202,202,67,0.331683168
ATP7A,686,Y,305,0.039344262,0.052459016,0,0.091803279,0.150819672,0.026229508,0.540983607,0.098360656,1500,N,0.203333333,28,2,0,26,0.071428571,0,0.928571429,89,29,41,19,0.325842697,0.460674157,0.213483146,164,52,40,72,0.317073171,0.243902439,0.43902439,1291,589,231,0.392190153,456,456,168,0.368421053
ATP7B,1173,Y,400,0.055,0.09,0.135,0.03,0.0425,0.0025,0.4925,0.1525,1465,N,0.273037543,116,6,2,108,0.051724138,0.017241379,0.931034483,41,15,23,3,0.365853659,0.56097561,0.073170732,195,59,35,101,0.302564103,0.179487179,0.517948718,2129,933,294,0.31511254,899,899,282,0.313681869
ATP8A1,1,N,0,0,0,0,0,0,0,0,0,1164,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1736,441,153,0.346938776,428,428,149,0.348130841
ATP8A2,71,Y,25,0.04,0.12,0,0,0,0.04,0.72,0.08,1188,N,0.021043771,4,0,0,4,0,0,1,2,0,2,0,0,1,0,18,4,7,7,0.222222222,0.388888889,0.388888889,2013,519,129,0.248554913,477,477,124,0.259958071
ATP8B1,402,Y,109,0.082568807,0,0,0.055045872,0.009174312,0.036697248,0.752293578,0.064220183,1251,N,0.087130296,9,0,0,9,0,0,1,11,3,8,0,0.272727273,0.727272727,0,82,15,49,18,0.182926829,0.597560976,0.219512195,1662,527,144,0.273244782,527,527,144,0.273244782
ATP8B2,2,N,0,0,0,0,0,0,0,0,0,1209,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,534,156,0.292134831,230,230,61,0.265217391
ATP8B3,19,Y,2,0,0,0,0,0,0,1,0,1300,N,0.001538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2231,650,169,0.26,769,769,224,0.291287386
ATP8B4,2,N,1,0,0,0,1,0,0,0,0,1192,N,0.000838926,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1843,623,160,0.25682183,623,623,160,0.25682183
ATP9A,7,Y,1,0,0,0,1,0,0,0,0,1047,N,0.00095511,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1503,348,136,0.390804598,304,304,114,0.375
ATP9B,7,N,2,0,0,0,0.5,0.5,0,0,0,1147,N,0.001743679,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2040,684,229,0.334795322,634,634,222,0.350157729
ATPAF2,86,Y,21,0.047619048,0.047619048,0,0.095238095,0.142857143,0.047619048,0.619047619,0,289,N,0.07266436,2,0,0,2,0,0,1,6,2,3,1,0.333333333,0.5,0.166666667,13,5,5,3,0.384615385,0.384615385,0.230769231,212,52,22,0.423076923,52,52,22,0.423076923
ATR,712,Y,237,0.012658228,0.004219409,0,0.029535865,0.008438819,0.025316456,0.88185654,0.037974684,2644,Y,0.089636914,4,2,1,1,0.5,0.25,0.25,31,8,22,1,0.258064516,0.709677419,0.032258065,212,39,158,15,0.183962264,0.745283019,0.070754717,2671,984,190,0.193089431,920,920,176,0.191304348
ATRIP,42,Y,9,0,0,0,0.333333333,0.666666667,0,0,0,791,N,0.011378003,0,0,0,0,0,0,0,9,0,9,0,0,1,0,0,0,0,0,0,0,0,424,156,16,0.102564103,152,152,15,0.098684211
ATRN,23,N,9,0,0,0,0.777777778,0.222222222,0,0,0,1429,N,0.006298111,0,0,0,0,0,0,0,9,0,9,0,0,1,0,0,0,0,0,0,0,0,1578,562,134,0.238434164,561,561,134,0.23885918
ATRNL1,1,N,1,0,0,0,1,0,0,0,0,1379,N,0.000725163,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1632,617,155,0.251215559,404,404,106,0.262376238
ATRX,892,Y,423,0.04964539,0.037825059,0.007092199,0.106382979,0.11820331,0.035460993,0.557919622,0.078014184,2492,Y,0.169743178,40,6,1,33,0.15,0.025,0.825,124,40,81,3,0.322580645,0.653225806,0.024193548,237,99,104,34,0.417721519,0.438818565,0.143459916,1600,633,281,0.443917852,605,605,273,0.451239669
ATXN1,24,N,14,0,0,0,0.071428571,0.5,0,0.357142857,0.071428571,815,N,0.017177914,0,0,0,0,0,0,0,7,1,6,0,0.142857143,0.857142857,0,5,0,5,0,0,1,0,1095,540,122,0.225925926,447,447,105,0.234899329
ATXN10,25,Y,1,0,0,0,0,0,0,1,0,475,N,0.002105263,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,1,0,1,0,0,1,0,907,351,51,0.145299145,270,270,49,0.181481481
ATXN2,13,N,2,0,0,0,0,0,0,1,0,1313,N,0.001523229,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,2,1,0,0.666666667,0.333333333,1145,429,126,0.293706294,410,410,125,0.304878049
ATXN2L,3,N,1,0,0,0,0,0,0,1,0,1075,N,0.000930233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1747,541,55,0.101663586,461,461,53,0.114967462
ATXN3,14,N,6,0,0,0,0.333333333,0.333333333,0.166666667,0.166666667,0,361,N,0.016620499,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,1,0,0,1,704,186,22,0.11827957,118,118,14,0.118644068
ATXN3L,1,N,0,0,0,0,0,0,0,0,0,355,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,133,16,0.120300752,132,132,16,0.121212121
ATXN7,16,Y,9,0,0,0,0,0.666666667,0,0.333333333,0,892,N,0.010089686,0,0,0,0,0,0,0,6,0,6,0,0,1,0,3,0,3,0,0,1,0,1288,580,52,0.089655172,545,545,52,0.095412844
ATXN7L3,2,N,0,0,0,0,0,0,0,0,0,347,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,41,3,0.073170732,41,41,3,0.073170732
ATXN8OS,2,N,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AUH,109,Y,37,0.054054054,0.108108108,0,0.027027027,0.027027027,0.027027027,0.675675676,0.081081081,339,N,0.109144543,6,1,0,5,0.166666667,0,0.833333333,3,0,3,0,0,1,0,25,8,12,5,0.32,0.48,0.2,555,183,49,0.267759563,156,156,45,0.288461538
AUNIP,1,N,0,0,0,0,0,0,0,0,0,357,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,245,16,0.065306122,158,158,7,0.044303797
AUP1,13,N,2,0,0,0,0,0.5,0,0.5,0,484,N,0.004132231,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,1,0,1,0,0,1,0,399,176,30,0.170454545,NA,NA,NA,NA
AURKA,2,N,1,0,0,0,1,0,0,0,0,NA,N,NA,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,592,193,41,0.212435233,138,138,32,0.231884058
AURKB,1,N,0,0,0,0,0,0,0,0,0,344,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,188,62,0.329787234,187,187,61,0.326203209
AURKC,46,Y,7,0.142857143,0,0,0.142857143,0,0,0.714285714,0,309,N,0.022653722,1,0,0,1,0,0,1,1,0,1,0,0,1,0,5,2,3,0,0.4,0.6,0,495,117,33,0.282051282,153,153,45,0.294117647
AUTS2,295,Y,84,0.023809524,0.071428571,0,0.095238095,0.226190476,0.083333333,0.464285714,0.035714286,1259,N,0.066719619,13,6,7,0,0.461538462,0.538461538,0,53,4,49,0,0.075471698,0.924528302,0,39,12,27,0,0.307692308,0.692307692,0,1737,761,122,0.160315375,623,623,112,0.179775281
AVIL,16,Y,6,0.5,0,0,0.333333333,0,0,0.166666667,0,819,N,0.007326007,3,1,1,1,0.333333333,0.333333333,0.333333333,2,0,2,0,0,1,0,1,0,1,0,0,1,0,1501,498,167,0.335341365,440,440,152,0.345454545
AVP,37,Y,22,0.636363636,0.045454545,0.045454545,0.136363636,0,0,0.136363636,0,179,N,0.122905028,16,0,1,15,0,0.0625,0.9375,3,1,1,1,0.333333333,0.333333333,0.333333333,3,1,0,2,0.333333333,0,0.666666667,129,40,19,0.475,40,40,19,0.475
AVPR1A,3,N,1,0,0,0,1,0,0,0,0,418,N,0.002392344,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,460,216,54,0.25,245,245,59,0.240816327
AVPR1B,4,N,1,0,0,0,0,1,0,0,0,499,N,0.002004008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,NA,NA,NA,293,NA,NA,NA
AVPR2,114,Y,57,0.350877193,0.157894737,0,0.192982456,0.105263158,0.035087719,0.140350877,0,371,N,0.153638814,29,7,4,18,0.24137931,0.137931034,0.620689655,23,4,19,0,0.173913043,0.826086957,0,8,5,3,0,0.625,0.375,0,1097,474,67,0.141350211,153,153,39,0.254901961
AWAT1,1,N,0,0,0,0,0,0,0,0,0,398,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,120,30,0.25,119,119,30,0.25210084
AXIN1,18,N,4,0,0,0,0.75,0,0,0.25,0,862,Y,0.004640371,0,0,0,0,0,0,0,5,1,4,0,0.2,0.8,0,1,0,1,0,0,1,0,935,396,111,0.28030303,394,394,111,0.281725888
AXIN2,1853,Y,1018,0.000982318,0,0,0.003929273,0.001964637,0.009823183,0.964636542,0.018664047,843,Y,1.207591934,1,1,0,0,1,0,0,16,2,13,1,0.125,0.8125,0.0625,976,272,598,106,0.278688525,0.612704918,0.108606557,1327,528,127,0.240530303,518,518,125,0.241312741
AXL,69,N,9,0,0,0,0.222222222,0.777777778,0,0,0,894,N,0.010067114,0,0,0,0,0,0,0,9,2,7,0,0.222222222,0.777777778,0,0,0,0,0,0,0,0,1320,340,97,0.285294118,466,466,146,0.313304721
AZGP1,2,N,1,0,0,0,0,1,0,0,0,298,N,0.003355705,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,502,226,25,0.110619469,196,196,25,0.12755102
AZIN1,1,N,0,0,0,0,0,0,0,0,0,448,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542,188,35,0.186170213,156,156,35,0.224358974
AZIN2,3,N,2,0,0,0,1,0,0,0,0,460,N,0.004347826,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
AZU1,1,N,0,0,0,0,0,0,0,0,0,251,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,126,53,0.420634921,177,177,84,0.474576271
B2M,11,Y,5,0.2,0,0,0,0,0,0.8,0,119,Y,0.042016807,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0.5,0.5,0,158,46,5,0.108695652,25,24,2,0.083333333
B3GALNT1,4,N,2,0,0,0,0,0,0,0,0,331,N,0.006042296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,192,40,0.208333333,146,146,40,0.273972603
B3GALNT2,215,Y,84,0,0.011904762,0.023809524,0.023809524,0,0.023809524,0.904761905,0.011904762,500,N,0.168,3,2,1,0,0.666666667,0.333333333,0,4,1,3,0,0.25,0.75,0,76,17,59,0,0.223684211,0.776315789,0,840,265,66,0.249056604,232,232,61,0.262931034
B3GALT1,1,N,1,0,0,0,0,0,0,1,0,396,N,0.002525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,245,126,34,0.26984127,126,126,34,0.26984127
B3GALT2,2,N,2,0,0,0,0,0.5,0,0.5,0,497,N,0.004024145,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,275,164,30,0.182926829,164,164,30,0.182926829
B3GALT6,119,Y,64,0.234375,0.015625,0,0.046875,0.015625,0.015625,0.578125,0.09375,329,N,0.194528875,16,4,8,4,0.25,0.5,0.25,5,0,5,0,0,1,0,37,5,28,4,0.135135135,0.756756757,0.108108108,NA,NA,NA,NA,NA,NA,NA,NA
B3GAT1,1,N,0,0,0,0,0,0,0,0,0,334,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,33,15,0.454545455,139,139,34,0.244604317
B3GAT3,68,Y,35,0.2,0.057142857,0.057142857,0.028571429,0.028571429,0.028571429,0.571428571,0.028571429,335,N,0.104477612,11,6,1,4,0.545454545,0.090909091,0.363636364,3,2,1,0,0.666666667,0.333333333,0,20,5,11,4,0.25,0.55,0.2,1659,90,21,0.233333333,180,180,45,0.25
B3GLCT,183,Y,33,0.03030303,0,0,0.060606061,0.03030303,0.090909091,0.727272727,0.060606061,570,N,0.057894737,1,0,0,1,0,0,1,6,0,6,0,0,1,0,24,7,14,3,0.291666667,0.583333333,0.125,NA,NA,NA,NA,NA,NA,NA,NA
B3GNT2,4,N,2,0,0,0,1,0,0,0,0,397,N,0.005037783,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,315,170,35,0.205882353,170,170,35,0.205882353
B3GNT3,2,N,1,0,0,0,1,0,0,0,0,372,N,0.002688172,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,185,70,10,0.142857143,95,95,14,0.147368421
B3GNT6,1,Y,1,0,1,0,0,0,0,0,0,384,N,0.002604167,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,34,11,0.323529412,256,256,45,0.17578125
B3GNT8,12,N,1,0,0,0,1,0,0,0,0,469,N,0.002132196,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
B3GNTL1,1,N,0,0,0,0,0,0,0,0,0,361,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1042,291,100,0.343642612,236,236,90,0.381355932
B4GALNT1,127,Y,55,0.036363636,0,0,0.054545455,0.036363636,0.036363636,0.818181818,0.018181818,533,N,0.103189493,2,1,0,1,0.5,0,0.5,14,3,11,0,0.214285714,0.785714286,0,45,11,30,4,0.244444444,0.666666667,0.088888889,176,39,1,0.025641026,43,43,1,0.023255814
B4GALNT2,4,N,2,0,0,0,1,0,0,0,0,566,N,0.003533569,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,776,308,64,0.207792208,304,304,64,0.210526316
B4GALNT3,6,N,3,0,0,0,1,0,0,0,0,998,N,0.003006012,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,1744,631,122,0.193343899,558,558,116,0.207885305
B4GALNT4,3,N,1,0,0,0,1,0,0,0,0,20,N,0.05,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1631,65,3,0.046153846,441,441,63,0.142857143
B4GALT1,61,Y,12,0,0,0,0.083333333,0.166666667,0,0.75,0,398,N,0.030150754,0,0,0,0,0,0,0,3,0,3,0,0,1,0,9,1,8,0,0.111111111,0.888888889,0,514,188,38,0.20212766,187,187,38,0.203208556
B4GALT5,4,N,0,0,0,0,0,0,0,0,0,460,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,128,20,0.15625,128,128,20,0.15625
B4GALT6,1,N,1,0,0,0,1,0,0,0,0,382,N,0.002617801,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,474,151,41,0.271523179,137,137,40,0.291970803
B4GALT7,106,Y,39,0.076923077,0.025641026,0,0,0.025641026,0,0.769230769,0.076923077,327,N,0.119266055,4,0,0,4,0,0,1,1,1,0,0,1,0,0,29,13,10,6,0.448275862,0.344827586,0.206896552,671,242,71,0.29338843,228,228,64,0.280701754
B4GAT1,107,Y,46,0,0.02173913,0,0,0.065217391,0.043478261,0.847826087,0.02173913,490,N,0.093877551,1,0,1,0,0,1,0,5,0,5,0,0,1,0,39,8,27,4,0.205128205,0.692307692,0.102564103,NA,NA,NA,NA,NA,NA,NA,NA
B9D1,82,Y,26,0,0.076923077,0,0.038461538,0.038461538,0.038461538,0.576923077,0.230769231,204,N,0.12745098,2,0,0,2,0,0,1,1,0,1,0,0,1,0,14,5,5,4,0.357142857,0.357142857,0.285714286,649,149,49,0.32885906,122,122,49,0.401639344
B9D2,34,Y,8,0.125,0.125,0,0.125,0.125,0,0.5,0,198,N,0.04040404,2,2,0,0,1,0,0,2,0,2,0,0,1,0,3,1,0,2,0.333333333,0,0.666666667,67,9,2,0.222222222,11,11,3,0.272727273
BAAT,135,Y,45,0.111111111,0,0,0.111111111,0.022222222,0.022222222,0.733333333,0,418,N,0.107655502,5,1,1,3,0.2,0.2,0.6,7,1,6,0,0.142857143,0.857142857,0,32,10,20,2,0.3125,0.625,0.0625,417,226,41,0.181415929,226,226,41,0.181415929
BABAM1,1,N,0,0,0,0,0,0,0,0,0,329,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045,305,57,0.186885246,115,115,34,0.295652174
BACE2,7,N,2,0,0,0,0.5,0.5,0,0,0,518,N,0.003861004,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,719,207,44,0.212560386,127,127,27,0.212598425
BACH1,1,N,1,0,0,0,0,0,0,1,0,736,N,0.001358696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,698,395,100,0.253164557,360,360,94,0.261111111
BACH2,33,Y,13,0.076923077,0,0,0.153846154,0.307692308,0,0.461538462,0,841,N,0.015457788,1,0,0,1,0,0,1,6,0,6,0,0,1,0,6,0,6,0,0,1,0,730,365,48,0.131506849,365,365,48,0.131506849
BAG1,1,N,1,0,0,0,1,0,0,0,0,345,N,0.002898551,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,241,75,19,0.253333333,NA,NA,NA,NA
BAG2,39,N,0,0,0,0,0,0,0,0,0,263,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,6,1,0.166666667,6,6,1,0.166666667
BAG3,524,Y,270,0.014814815,0.007407407,0,0.007407407,0.007407407,0.022222222,0.837037037,0.103703704,575,N,0.469565217,6,2,0,4,0.333333333,0,0.666666667,10,1,9,0,0.1,0.9,0,225,65,142,18,0.288888889,0.631111111,0.08,675,383,101,0.263707572,383,383,101,0.263707572
